"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"6142",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6143",0,"bell","fibrous","white",0,"none","free","crowded","broad","gray","enlarging",".","smooth","smooth","white","white","partial","white",2,"pendant","white","numerous","grasses"
"6144",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6145",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6146",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6147",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6148",0,"knobbed","fibrous","white",0,"none","free","crowded","broad","gray","enlarging",".","silky","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses"
"6149",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6150",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6151",1,"convex","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6152",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6153",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6154",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6155",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6156",1,"knobbed","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6157",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"6158",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6159",1,"convex","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6160",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"6161",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods"
"6162",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6163",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods"
"6164",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6165",1,"convex","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6166",1,"flat","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6167",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6168",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6169",1,"convex","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6170",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6171",1,"convex","smooth","brown",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6172",1,"knobbed","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6173",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6174",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6175",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","paths"
"6176",1,"knobbed","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6177",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","leaves"
"6178",1,"flat","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths"
"6179",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods"
"6180",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6181",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6182",1,"flat","smooth","brown",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","woods"
"6183",1,"flat","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6184",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","paths"
"6185",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6186",1,"flat","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6187",1,"knobbed","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6188",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","white","partial","white",1,"evanescent","white","several","paths"
"6189",1,"knobbed","scaly","brown",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","woods"
"6190",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6191",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","silky","white","pink","partial","white",1,"evanescent","white","several","paths"
"6192",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","leaves"
"6193",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6194",1,"convex","smooth","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6195",0,"bell","smooth","gray",0,"none","free","crowded","broad","white","enlarging",".","smooth","silky","white","white","partial","white",2,"pendant","white","numerous","grasses"
"6196",1,"convex","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","silky","pink","pink","partial","white",1,"evanescent","white","several","paths"
"6197",1,"convex","smooth","red",0,"spicy","free","close","narrow","buff","tapering",".","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","woods"
"6198",1,"flat","scaly","red",0,"spicy","free","close","narrow","buff","tapering",".","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","leaves"
"6199",1,"convex","smooth","red",0,"fishy","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","paths"
"6200",1,"flat","scaly","red",0,"fishy","free","close","narrow","buff","tapering",".","smooth","silky","pink","white","partial","white",1,"evanescent","white","several","woods"
"6201",1,"flat","scaly","red",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves"
"6202",1,"convex","smooth","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods"
"6203",1,"flat","scaly","brown",0,"foul","free","close","narrow","buff","tapering",".","silky","smooth","white","pink","partial","white",1,"evanescent","white","several","paths"
"6204",0,"knobbed","smooth","white",0,"none","free","crowded","broad","gray","enlarging",".","silky","smooth","white","white","partial","white",2,"pendant","white","scattered","grasses"
